Data Source in SDW: https://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=a84d6d4e363935007adfef754b21c2a0&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=1&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_16Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_17Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_18Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_19Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_21Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_22Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_28Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_29Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_9Y
2015-11-12,0.725572,0.841306,0.943770,1.034239,1.114120,1.184789,1.247502,1.303370,1.353354,1.398269,-0.345371,1.438810,1.475558,1.509008,1.539573,1.567606,1.593405,1.617224,1.639282,1.659766,1.678839,-0.346544,1.696640,-0.336934,-0.289433,-0.177410,-0.030415,-0.336622,0.132055,0.295750,0.451848,0.595723
2015-11-11,0.736979,0.856139,0.961957,1.055620,1.138486,1.211908,1.277142,1.335310,1.387386,1.434205,-0.346670,1.476478,1.514808,1.549703,1.581594,1.610844,1.637766,1.662622,1.685642,1.707019,1.726923,-0.344207,1.745501,-0.346028,-0.287357,-0.176530,-0.030129,-0.342500,0.132878,0.298224,0.456834,0.603778
2015-11-10,0.755828,0.876854,0.984297,1.079369,1.163459,1.237948,1.304119,1.363112,1.415920,1.463394,-0.338375,1.506255,1.545116,1.580494,1.612824,1.642478,1.669769,1.694968,1.718304,1.739975,1.760153,-0.337890,1.778986,-0.338480,-0.282334,-0.171190,-0.023198,-0.334210,0.142116,0.310034,0.471192,0.620504
2015-11-09,0.800010,0.920378,1.027270,1.121888,1.205606,1.279789,1.345703,1.404481,1.457104,1.504418,-0.330455,1.547139,1.585876,1.621141,1.653370,1.682932,1.710140,1.735261,1.758526,1.780130,1.800247,-0.310230,1.819023,-0.352648,-0.243526,-0.126861,0.023332,-0.340272,0.189067,0.356556,0.516956,0.665447
2015-11-06,0.782245,0.894573,0.994167,1.082226,1.160076,1.229017,1.290249,1.344834,1.393693,1.437616,-0.326376,1.477271,1.513225,1.545955,1.575867,1.603302,1.628552,1.651865,1.673456,1.693505,1.712174,-0.292301,1.729598,-0.357559,-0.217153,-0.098681,0.048082,-0.342847,0.207019,0.365924,0.517083,0.656393
2015-11-05,0.708684,0.818549,0.915960,1.002074,1.078188,1.145577,1.205418,1.258754,1.306488,1.349394,-0.330286,1.388128,1.423244,1.455211,1.484423,1.511216,1.535875,1.558642,1.579726,1.599306,1.617537,-0.314832,1.634552,-0.344511,-0.253469,-0.144989,-0.005591,-0.335660,0.147709,0.302107,0.449520,0.585626
2015-11-04,0.675918,0.783273,0.878410,0.962473,1.036742,1.102476,1.160829,1.212826,1.259354,1.301171,-0.335509,1.338917,1.373136,1.404284,1.432746,1.458852,1.482877,1.505058,1.525600,1.544676,1.562438,-0.321248,1.579016,-0.352341,-0.262998,-0.158140,-0.022417,-0.342081,0.127308,0.278294,0.422494,0.555611
2015-11-03,0.673219,0.777282,0.869377,0.950670,1.022434,1.085912,1.142236,1.192408,1.237292,1.277623,-0.326178,1.314025,1.347021,1.377053,1.404496,1.429665,1.452828,1.474214,1.494018,1.512409,1.529532,-0.309291,1.545515,-0.343196,-0.248924,-0.143593,-0.009026,-0.333236,0.138323,0.286178,0.426877,0.556406
2015-11-02,0.672168,0.774202,0.864406,0.943960,1.014143,1.076188,1.131220,1.180226,1.224057,1.263436,-0.319086,1.298974,1.331184,1.360500,1.387287,1.411854,1.434462,1.455335,1.474665,1.492615,1.509328,-0.301108,1.524927,-0.336365,-0.239880,-0.134434,-0.000564,-0.326423,0.145422,0.291463,0.430101,0.557479
2015-10-30,0.629988,0.729978,0.818464,0.896565,0.965508,1.026487,1.080591,1.128785,1.171897,1.210636,-0.329809,1.245599,1.277290,1.306136,1.332494,1.356668,1.378915,1.399454,1.418475,1.436139,1.452586,-0.313431,1.467936,-0.347210,-0.255658,-0.154674,-0.025507,-0.337137,0.116017,0.258072,0.393271,0.517740
2015-10-29,0.607062,0.706313,0.794136,0.871644,0.940057,1.000562,1.054243,1.102057,1.144828,1.183259,-0.337877,1.217944,1.249383,1.277998,1.304145,1.328125,1.350194,1.370570,1.389438,1.406961,1.423275,-0.325569,1.438503,-0.350377,-0.270342,-0.171151,-0.043403,-0.342177,0.096902,0.237864,0.372070,0.495634
2015-10-28,0.567804,0.668171,0.757362,0.836348,0.906254,0.968209,1.023265,1.072363,1.116321,1.155845,-0.344862,1.191533,1.223892,1.253352,1.280275,1.304970,1.327698,1.348684,1.368118,1.386166,1.402970,-0.337057,1.418655,-0.356962,-0.288874,-0.196930,-0.075220,-0.348592,0.060788,0.199171,0.332230,0.455718
2015-10-27,0.548717,0.648542,0.737563,0.816630,0.886780,0.949073,1.004515,1.054017,1.098379,1.138292,-0.351439,1.174351,1.207058,1.236842,1.264068,1.289043,1.312031,1.333258,1.352917,1.371173,1.388173,-0.339378,1.404040,-0.366295,-0.290308,-0.200418,-0.082186,-0.357405,0.050137,0.185311,0.315903,0.437684
2015-10-26,0.595750,0.697337,0.787699,0.867795,0.938741,1.001661,1.057607,1.107520,1.152226,1.192432,-0.338304,1.228743,1.261673,1.291655,1.319058,1.344195,1.367330,1.388692,1.408475,1.426847,1.443954,-0.327152,1.459921,-0.347988,-0.274499,-0.178962,-0.054661,-0.341307,0.083259,0.223187,0.357618,0.482406
2015-10-23,0.610697,0.713762,0.805363,0.886492,0.958305,1.021957,1.078526,1.128978,1.174152,1.214771,-0.325847,1.251449,1.284707,1.314985,1.342657,1.368039,1.391400,1.412970,1.432945,1.451495,1.468768,-0.319592,1.484889,-0.333423,-0.270034,-0.175191,-0.049871,-0.326989,0.089978,0.232155,0.368804,0.495605
2015-10-22,0.576973,0.679879,0.771889,0.853813,0.926657,0.991465,1.049237,1.100884,1.147215,1.188934,-0.345102,1.226645,1.260867,1.292041,1.320544,1.346695,1.370769,1.393001,1.413591,1.432714,1.450520,-0.339283,1.467140,-0.336907,-0.287268,-0.192796,-0.070351,-0.338577,0.065623,0.204109,0.337882,0.462810
2015-10-21,0.686198,0.787896,0.878427,0.958732,1.029912,1.093076,1.149266,1.199417,1.244349,1.284767,-0.286188,1.321277,1.354391,1.384543,1.412104,1.437386,1.460656,1.482143,1.502043,1.520523,1.537730,-0.256546,1.553791,-0.316642,-0.193367,-0.092398,0.034409,-0.302323,0.173318,0.313542,0.448017,0.572807
2015-10-20,0.733099,0.835617,0.926563,1.007010,1.078156,1.141179,1.197168,1.247087,1.291775,1.331953,-0.271443,1.368229,1.401122,1.431066,1.458432,1.483533,1.506636,1.527966,1.547720,1.566064,1.583145,-0.243097,1.599088,-0.295184,-0.175846,-0.068626,0.064593,-0.283745,0.209068,0.353664,0.491332,0.618308
2015-10-19,0.666650,0.768611,0.859301,0.939690,1.010899,1.074057,1.130219,1.180328,1.225211,1.265579,-0.287620,1.302038,1.335102,1.365208,1.392724,1.417964,1.441195,1.462646,1.482511,1.500960,1.518137,-0.270307,1.534170,-0.302346,-0.213010,-0.114272,0.012161,-0.294017,0.151501,0.292402,0.427538,0.552865
2015-10-16,0.654291,0.755068,0.844851,0.924539,0.995203,1.057931,1.113745,1.163570,1.208215,1.248380,-0.299142,1.284663,1.317572,1.347540,1.374932,1.400059,1.423188,1.444544,1.464322,1.482690,1.499793,-0.270041,1.515757,-0.332567,-0.209593,-0.111910,0.011777,-0.316785,0.147993,0.285996,0.418683,0.542044
2015-10-15,0.651932,0.753398,0.843783,0.923996,0.995116,1.058242,1.114405,1.164538,1.209455,1.249864,-0.295262,1.286365,1.319471,1.349618,1.377173,1.402450,1.425716,1.447199,1.467095,1.485572,1.502776,-0.271922,1.518834,-0.322161,-0.214502,-0.117997,0.005622,-0.308771,0.142362,0.281155,0.414708,0.538911
2015-10-14,0.658745,0.760899,0.851781,0.932340,1.003697,1.066979,1.123243,1.173438,1.218393,1.258822,-0.274730,1.295334,1.328444,1.358590,1.386142,1.411415,1.434676,1.456154,1.476044,1.494516,1.511715,-0.262257,1.527768,-0.291382,-0.210973,-0.116860,0.006641,-0.281430,0.144375,0.284538,0.419443,0.544806
2015-10-13,0.691637,0.794000,0.884974,0.965560,1.036905,1.100156,1.156380,1.206533,1.251446,1.291834,-0.280369,1.328308,1.361382,1.391495,1.419017,1.444262,1.467497,1.488951,1.508819,1.527270,1.544450,-0.257851,1.560485,-0.302627,-0.197466,-0.096411,0.031939,-0.291234,0.172874,0.315065,0.451206,0.577294
2015-10-12,0.677340,0.778051,0.867566,0.946866,1.017081,1.079336,1.134679,1.184049,1.228263,1.268024,-0.285224,1.303933,1.336496,1.366144,1.393241,1.418096,1.440973,1.462096,1.481658,1.499824,1.516739,-0.260740,1.532527,-0.308666,-0.199558,-0.099029,0.027853,-0.297026,0.166802,0.306813,0.440791,0.564846
2015-10-09,0.711070,0.812756,0.903032,0.982935,1.053637,1.116293,1.171973,1.221629,1.266091,1.306071,-0.282489,1.342172,1.374908,1.404712,1.431950,1.456935,1.479930,1.501162,1.520825,1.539086,1.556088,-0.253815,1.571958,-0.306425,-0.187175,-0.081382,0.050008,-0.295016,0.192593,0.335442,0.471596,0.597310
2015-10-08,0.681444,0.781603,0.870562,0.949324,1.019029,1.080809,1.135715,1.184683,1.228531,1.267959,-0.283413,1.303562,1.335846,1.365239,1.392103,1.416743,1.439421,1.460361,1.479753,1.497762,1.514530,-0.257908,1.530180,-0.307478,-0.195678,-0.094305,0.033102,-0.295644,0.172246,0.312170,0.445850,0.569468
2015-10-07,0.711642,0.813352,0.903543,0.983288,1.053783,1.116207,1.171645,1.221060,1.265289,1.305047,-0.275152,1.340940,1.373482,1.403105,1.430177,1.455007,1.477859,1.498958,1.518497,1.536643,1.553538,-0.248816,1.569307,-0.302700,-0.185365,-0.081480,0.049251,-0.289093,0.191919,0.335148,0.471708,0.597723
2015-10-06,0.718640,0.821512,0.912723,0.993359,1.064635,1.127745,1.183788,1.233740,1.278448,1.318635,-0.265430,1.354915,1.387807,1.417749,1.445112,1.470209,1.493306,1.514632,1.534381,1.552721,1.569798,-0.246618,1.585736,-0.282476,-0.186136,-0.082700,0.048871,-0.272958,0.192956,0.337785,0.475924,0.603405
2015-10-05,0.653672,0.753233,0.841607,0.919799,0.988954,1.050211,1.104625,1.153135,1.196558,1.235594,-0.280206,1.270837,1.302790,1.331879,1.358461,1.382843,1.405283,1.426002,1.445189,1.463007,1.479598,-0.262738,1.495083,-0.303269,-0.208468,-0.112792,0.011025,-0.290780,0.148014,0.286617,0.419403,0.542320
2015-10-02,0.591074,0.687937,0.774260,0.850890,0.918847,0.979171,1.032847,1.080761,1.123693,1.162315,-0.291410,1.197203,1.228847,1.257661,1.283999,1.308160,1.330398,1.350932,1.369948,1.387609,1.404053,-0.276816,1.419402,-0.309803,-0.227407,-0.138855,-0.023096,-0.299576,0.106083,0.237802,0.364880,0.483251
2015-10-01,0.650413,0.749165,0.836333,0.913087,0.980698,1.040393,1.093283,1.140342,1.182404,1.220175,-0.284793,1.254248,1.285123,1.313219,1.338887,1.362426,1.384086,1.404084,1.422602,1.439798,1.455809,-0.266356,1.470753,-0.331182,-0.216650,-0.122834,0.001884,-0.306829,0.140978,0.281643,0.415819,0.539282
2015-09-30,0.703349,0.803131,0.890906,0.967970,1.035693,1.095374,1.148176,1.195105,1.237016,1.274630,-0.270506,1.308548,1.339273,1.367227,1.392762,1.416176,1.437721,1.457611,1.476029,1.493132,1.509056,-0.236904,1.523918,-0.358134,-0.184073,-0.087901,0.040239,-0.315036,0.183263,0.327629,0.464861,0.590620
2015-09-29,0.698459,0.804410,0.900239,0.985885,1.061586,1.127778,1.185034,1.234000,1.275363,1.309820,-0.318722,1.338052,1.360718,1.378441,1.391800,1.401330,1.407524,1.410825,1.411634,1.410312,1.407179,-0.271646,1.402520,-0.315528,-0.183746,-0.070035,0.058250,-0.320977,0.192826,0.327704,0.458668,0.582861
2015-09-28,0.708891,0.816252,0.913054,0.999243,1.075085,1.141062,1.197794,1.245983,1.286365,1.319684,-0.297619,1.346667,1.368008,1.384362,1.396338,1.404493,1.409335,1.411323,1.410871,1.408345,1.404070,-0.262563,1.398336,-0.279897,-0.180800,-0.069385,0.058984,-0.290818,0.194996,0.331954,0.465168,0.591482
2015-09-25,0.749857,0.859376,0.957807,1.045145,1.121713,1.188054,1.244844,1.292840,1.332826,1.365590,-0.288351,1.391897,1.412474,1.428004,1.439117,1.446391,1.450350,1.451465,1.450156,1.446800,1.441727,-0.252385,1.435229,-0.269048,-0.167557,-0.051936,0.081085,-0.280765,0.221734,0.363025,0.500102,0.629722
2015-09-24,0.672085,0.775974,0.869414,0.952354,1.025070,1.088056,1.141948,1.187456,1.225328,1.256313,-0.280463,1.281141,1.300507,1.315065,1.325417,1.332117,1.335665,1.336513,1.335064,1.331675,1.326664,-0.257320,1.320307,-0.251062,-0.184518,-0.080084,0.042609,-0.266188,0.173786,0.306443,0.435696,0.558267
2015-09-23,0.702160,0.810138,0.907521,0.994240,1.070558,1.136961,1.194076,1.242613,1.283318,1.316943,-0.291731,1.344223,1.365859,1.382512,1.394794,1.403265,1.408437,1.410769,1.410675,1.408522,1.404635,-0.263380,1.399300,-0.266585,-0.185694,-0.076557,0.050735,-0.280250,0.186445,0.323575,0.457234,0.584126
2015-09-22,0.713160,0.824389,0.924681,1.013950,1.092458,1.160706,1.219342,1.269103,1.310762,1.345102,-0.295029,1.372884,1.394838,1.411648,1.423951,1.432327,1.437305,1.439364,1.438929,1.436381,1.432056,-0.271900,1.426251,-0.262667,-0.195843,-0.085926,0.043686,-0.279110,0.182624,0.323440,0.460929,0.591579
2015-09-21,0.776373,0.887520,0.987338,1.075842,1.153377,1.220509,1.277938,1.326442,1.366827,1.399900,-0.280617,1.426440,1.447191,1.462847,1.474049,1.481384,1.485383,1.486522,1.485228,1.481880,1.476811,-0.244020,1.470316,-0.260677,-0.157479,-0.039543,0.096065,-0.272738,0.239349,0.383180,0.522614,0.654361
2015-09-18,0.739905,0.848365,0.945834,1.032314,1.108130,1.173824,1.230071,1.277623,1.317260,1.349763,-0.287944,1.375891,1.396365,1.411861,1.423003,1.430362,1.434455,1.435748,1.434656,1.431550,1.426754,-0.252729,1.420558,-0.268273,-0.168884,-0.054407,0.077371,-0.280092,0.216726,0.356716,0.492518,0.620918
2015-09-17,0.872245,0.987946,1.091385,1.182674,1.262258,1.330801,1.389095,1.438002,1.478404,1.511174,-0.266476,1.537154,1.557138,1.571864,1.582012,1.588199,1.590985,1.590869,1.588294,1.583656,1.577299,-0.220019,1.569529,-0.252372,-0.122484,0.006638,0.153003,-0.262689,0.306236,0.458992,0.606232,0.744654
2015-09-16,0.859217,0.976979,1.082357,1.175430,1.256630,1.326612,1.386172,1.436179,1.477525,1.511097,-0.278347,1.537747,1.558284,1.573458,1.583961,1.590422,1.593410,1.593434,1.590946,1.586349,1.579995,-0.237926,1.572193,-0.257169,-0.143567,-0.015613,0.130960,-0.270128,0.285303,0.439731,0.588955,0.729494
2015-09-15,0.819150,0.935505,1.040038,1.132757,1.214018,1.284407,1.344655,1.395574,1.438004,1.472788,-0.280303,1.500741,1.522638,1.539206,1.551114,1.558974,1.563340,1.564712,1.563535,1.560203,1.555067,-0.244334,1.548434,-0.257025,-0.155364,-0.033020,0.108180,-0.270525,0.257668,0.407906,0.553666,0.691470
2015-09-14,0.738626,0.851562,0.953544,1.044453,1.124530,1.194261,1.254283,1.305328,1.348167,1.383583,-0.273042,1.412340,1.435171,1.452765,1.465764,1.474754,1.480271,1.482798,1.482767,1.480565,1.476533,-0.252201,1.470972,-0.238039,-0.177303,-0.067670,0.062320,-0.255461,0.202126,0.344161,0.483106,0.615361
2015-09-11,0.760263,0.874105,0.976802,1.068270,1.148777,1.218830,1.279089,1.330300,1.373250,1.408731,-0.276514,1.437519,1.460354,1.477931,1.490897,1.499844,1.505310,1.507781,1.507691,1.505428,1.501336,-0.250547,1.495716,-0.245928,-0.171303,-0.058010,0.075044,-0.261820,0.217397,0.361536,0.502206,0.635865
2015-09-10,0.784042,0.897496,0.999442,1.089875,1.169135,1.237791,1.296553,1.346215,1.387598,1.421525,-0.276942,1.448793,1.470160,1.486336,1.497975,1.505676,1.509978,1.511370,1.510286,1.507110,1.502184,-0.245787,1.495806,-0.250207,-0.161706,-0.044192,0.092334,-0.264838,0.237375,0.383440,0.525331,0.659586
2015-09-09,0.812987,0.928813,1.032618,1.124433,1.204644,1.273872,1.332883,1.382518,1.423648,1.457140,-0.272225,1.483828,1.504505,1.519909,1.530718,1.537551,1.540967,1.541465,1.539491,1.535439,1.529656,-0.243183,1.522446,-0.240765,-0.158061,-0.037647,0.102741,-0.257339,0.251992,0.402214,0.547961,0.685630
2015-09-08,0.774652,0.885913,0.985944,1.074742,1.152641,1.220194,1.278094,1.327111,1.368045,1.401695,-0.271956,1.428839,1.450214,1.466510,1.478365,1.486362,1.491028,1.492837,1.492215,1.489536,1.485134,-0.238556,1.479299,-0.248907,-0.154369,-0.038148,0.096235,-0.262082,0.238669,0.381942,0.521045,0.652643
2015-09-07,0.762572,0.873458,0.973002,1.061215,1.138445,1.205266,1.262389,1.310601,1.350717,1.383551,-0.276097,1.409891,1.430483,1.446026,1.457161,1.464476,1.468500,1.469710,1.468529,1.465334,1.460456,-0.246318,1.454185,-0.248789,-0.164167,-0.048993,0.084914,-0.263562,0.227165,0.370361,0.509381,0.640824
2015-09-04,0.779230,0.888902,0.986940,1.073449,1.148858,1.213801,1.269040,1.315400,1.353725,1.384850,-0.288641,1.409577,1.428662,1.442807,1.452658,1.458799,1.461759,1.462009,1.459968,1.456007,1.450449,-0.249396,1.443580,-0.270011,-0.159940,-0.039345,0.098373,-0.281734,0.243084,0.387629,0.527101,0.658286
2015-09-03,0.841704,0.956563,1.058815,1.148632,1.226526,1.293224,1.349582,1.396516,1.434957,1.465816,-0.283637,1.489966,1.508224,1.521346,1.530022,1.534879,1.536474,1.535309,1.531823,1.526406,1.519396,-0.245445,1.511090,-0.259072,-0.151930,-0.024322,0.121863,-0.273377,0.275480,0.428704,0.576217,0.714571
2015-09-02,0.900774,1.013132,1.112673,1.199706,1.274837,1.338864,1.392685,1.437244,1.473488,1.502335,-0.275890,1.524656,1.541264,1.552908,1.560267,1.563955,1.564522,1.562454,1.558181,1.552080,1.544481,-0.216279,1.535669,-0.273102,-0.108109,0.029065,0.181024,-0.279527,0.337623,0.491809,0.638849,0.775746
2015-09-01,0.898658,1.010655,1.110217,1.197610,1.273393,1.338312,1.393219,1.439012,1.476597,1.506858,-0.271593,1.530635,1.548717,1.561831,1.570641,1.575747,1.577690,1.576948,1.573946,1.569060,1.562616,-0.208892,1.554900,-0.273763,-0.100227,0.035959,0.186205,-0.278224,0.340868,0.493211,0.638689,0.774401
2015-08-31,0.820057,0.929439,1.027188,1.113437,1.188626,1.253399,1.308517,1.354803,1.393098,1.424232,-0.265150,1.448999,1.468153,1.482388,1.492347,1.498609,1.501699,1.502085,1.500184,1.496363,1.490946,-0.218853,1.484215,-0.253950,-0.124758,-0.001234,0.138223,-0.262957,0.283862,0.428800,0.568326,0.699364
2015-08-28,0.789268,0.897077,0.993281,1.078014,1.151724,1.215062,1.268799,1.313765,1.350807,1.380759,-0.270264,1.404422,1.422547,1.435833,1.444918,1.450383,1.452748,1.452479,1.449989,1.445641,1.439755,-0.230120,1.432609,-0.252865,-0.140490,-0.020313,0.116517,-0.264120,0.259982,0.403016,0.540797,0.670180
2015-08-27,0.828685,0.940426,1.040011,1.127598,1.203671,1.268925,1.324179,1.370308,1.408208,1.438753,-0.269274,1.462783,1.481086,1.494390,1.503363,1.508608,1.510668,1.510025,1.507107,1.502292,1.495909,-0.229535,1.488246,-0.248601,-0.137291,-0.012688,0.129527,-0.261293,0.278744,0.427504,0.570727,0.705113
2015-08-26,0.808759,0.918167,1.015534,1.101028,1.175143,1.238578,1.292154,1.336748,1.373251,1.402534,-0.265171,1.425433,1.442727,1.455139,1.463328,1.467891,1.469360,1.468213,1.464868,1.459696,1.453020,-0.228432,1.445121,-0.242034,-0.139007,-0.017133,0.122397,-0.255574,0.268960,0.415098,0.555744,0.687618
2015-08-25,0.812543,0.921219,1.017677,1.102143,1.175156,1.237454,1.289888,1.333358,1.368775,1.397022,-0.275647,1.418943,1.435326,1.446895,1.454311,1.458170,1.459003,1.457285,1.453431,1.447808,1.440736,-0.234507,1.432490,-0.256332,-0.141517,-0.016899,0.124612,-0.268551,0.272475,0.419328,0.560197,0.691895
2015-08-24,0.637287,0.736179,0.824493,0.902281,0.969911,1.027960,1.077130,1.118186,1.151913,1.179089,-0.275292,1.200459,1.216726,1.228541,1.236500,1.241144,1.242958,1.242374,1.239775,1.235497,1.229836,-0.259714,1.223048,-0.237366,-0.191918,-0.091240,0.028127,-0.255683,0.155928,0.284914,0.410108,0.528235
2015-08-21,0.680354,0.783800,0.876502,0.958493,1.030128,1.091973,1.144723,1.189139,1.226009,1.256111,-0.280048,1.280197,1.298977,1.313112,1.323205,1.329810,1.333420,1.334480,1.333383,1.330476,1.326065,-0.257961,1.320415,-0.247649,-0.184281,-0.078093,0.046558,-0.264046,0.179500,0.313520,0.443648,0.566602
2015-08-20,0.669270,0.773889,0.868029,0.951666,1.025101,1.088853,1.143577,1.189999,1.228877,1.260965,-0.284626,1.286998,1.307669,1.323629,1.335475,1.343753,1.348955,1.351525,1.351856,1.350296,1.347153,-0.264143,1.342695,-0.251496,-0.192291,-0.087801,0.035490,-0.268070,0.167514,0.301095,0.431253,0.554671
2015-08-19,0.740655,0.849305,0.946711,1.032920,1.108311,1.173480,1.229154,1.276129,1.315227,1.347260,-0.275252,1.373010,1.393217,1.408568,1.419693,1.427166,1.431503,1.433164,1.432560,1.430053,1.425960,-0.249205,1.420558,-0.244188,-0.169930,-0.057206,0.074422,-0.260331,0.214429,0.355357,0.492076,0.621203
2015-08-18,0.726380,0.833466,0.929489,1.014497,1.088863,1.153175,1.208147,1.254562,1.293225,1.324936,-0.279151,1.350463,1.370532,1.385819,1.396943,1.404468,1.408901,1.410697,1.410257,1.407938,1.404053,-0.251688,1.398875,-0.250488,-0.172429,-0.060651,0.069461,-0.265678,0.207644,0.346623,0.481394,0.608656
2015-08-17,0.704745,0.810664,0.905496,0.989313,1.062509,1.125688,1.179580,1.224977,1.262694,1.293533,-0.291928,1.318268,1.337624,1.352277,1.362844,1.369885,1.373904,1.375351,1.374624,1.372074,1.368009,-0.265944,1.362698,-0.261615,-0.187696,-0.076723,0.052635,-0.277423,0.190025,0.328130,0.461933,0.588143
2015-08-14,0.730097,0.839045,0.936329,1.022055,1.096666,1.160824,1.215315,1.260990,1.298718,1.329349,-0.292429,1.353698,1.372532,1.386558,1.396420,1.402703,1.405929,1.406565,1.405020,1.401656,1.396788,-0.270220,1.390692,-0.255197,-0.191595,-0.077736,0.055869,-0.273787,0.198084,0.341076,0.479502,0.609880
2015-08-13,0.718213,0.827290,0.924950,1.011262,1.086629,1.151676,1.207157,1.253894,1.292730,1.324493,-0.295861,1.349983,1.369951,1.385090,1.396040,1.403376,1.407617,1.409225,1.408609,1.406130,1.402102,-0.273993,1.396801,-0.259336,-0.196534,-0.084183,0.047885,-0.277571,0.188723,0.330606,0.468240,0.598150
2015-08-12,0.694132,0.802305,0.899274,0.985078,1.060095,1.124928,1.180307,1.227036,1.265940,1.297835,-0.299461,1.323505,1.343692,1.359080,1.370300,1.377922,1.382459,1.384369,1.384057,1.381881,1.378154,-0.280800,1.373149,-0.260588,-0.206464,-0.097029,0.032399,-0.279592,0.170908,0.310780,0.446712,0.575213
2015-08-11,0.708550,0.817877,0.915985,1.002918,1.079063,1.145024,1.201537,1.249407,1.289460,1.322514,-0.293838,1.349351,1.370712,1.387279,1.399681,1.408486,1.414203,1.417287,1.418143,1.417123,1.414541,-0.275064,1.410666,-0.254518,-0.200088,-0.089706,0.040835,-0.273734,0.180534,0.321621,0.458764,0.588458
2015-08-10,0.757635,0.870129,0.970881,1.059978,1.137845,1.205129,1.262608,1.311126,1.351548,1.384723,-0.298127,1.411468,1.432552,1.448686,1.460520,1.468644,1.473588,1.475823,1.475769,1.473792,1.470215,-0.271828,1.465320,-0.264327,-0.189420,-0.071914,0.065296,-0.281727,0.211122,0.357742,0.499807,0.633816
2015-08-07,0.750347,0.863153,0.964473,1.054353,1.133179,1.201559,1.260237,1.310024,1.351757,1.386264,-0.300096,1.414344,1.436747,1.454173,1.467264,1.476603,1.482713,1.486064,1.487072,1.486105,1.483484,-0.273256,1.479493,-0.267931,-0.191416,-0.075006,0.060964,-0.284636,0.205641,0.351344,0.492792,0.626506
2015-08-06,0.795606,0.909353,1.011039,1.100791,1.179078,1.246585,1.304129,1.352585,1.392847,1.425790,-0.283667,1.452250,1.473014,1.488806,1.500289,1.508061,1.512658,1.514558,1.514182,1.511901,1.508039,-0.255321,1.502878,-0.250345,-0.169968,-0.049157,0.091369,-0.267717,0.240304,0.389707,0.534170,0.670176
2015-08-05,0.824900,0.939802,1.042399,1.132854,1.211668,1.279556,1.337359,1.385974,1.426314,1.459269,-0.281442,1.485692,1.506377,1.522061,1.533413,1.541037,1.545476,1.547210,1.546665,1.544214,1.540183,-0.248428,1.534856,-0.251779,-0.158767,-0.034081,0.109861,-0.267922,0.261756,0.413683,0.560269,0.698034
2015-08-04,0.722386,0.829794,0.926041,1.011206,1.085696,1.150125,1.205234,1.251826,1.290721,1.322730,-0.284263,1.348628,1.369145,1.384959,1.396686,1.404887,1.410065,1.412668,1.413092,1.411687,1.408759,-0.259244,1.404573,-0.252016,-0.180738,-0.068761,0.062024,-0.268610,0.201048,0.340860,0.476361,0.604214
